n,character,pinyin
2254,老虎,lǎohǔ
2255,老師,lǎoshī
2256,老實,lǎoshi
2257,老鼠,lǎoshǔ
2258,姥姥,lǎolao
2259,樂觀,lèguān
2260,樂趣,lèqù
2261,樂意,lèyì
2262,了,le
2263,雷,léi
2264,雷達,léidá
2265,累,lèi
2266,類,lèi
2267,類似,lèisì
2268,冷,lěng
2269,冷淡,lěngdàn
2270,冷靜,lěngjìng
2271,冷酷,lěngkù
2272,冷卻,lěngquè
2273,愣,lèng
2274,梨,lí
2275,離,lí
2276,離婚,líhūn
2277,離開,líkāi
2278,釐米,límǐ
2279,黎明,límíng
2280,裡,lǐ
2281,里程碑,lǐchéngbēi
2282,禮拜天,lǐbàitiān
2283,禮節,lǐjié
2284,禮貌,lǐmào
2285,禮物,lǐwù
2286,理睬,lǐcǎi
2287,理髮,lǐfà
2288,理解,lǐjiě
2289,理論,lǐlùn
2290,理所當然,lǐsuǒdāngrán
2291,理想,lǐxiǎng
2292,理由,lǐyóu
2293,理直氣壯,lǐzhí-qìzhuàng
2294,理智,lǐzhì
2295,粒,lì
2296,立場,lìchǎng
2297,立方,lìfāng
2298,立即,lìjí
2299,立交橋,lìjiāoqiáo
2300,立刻,lìkè
2301,立體,lìtǐ
2302,立足,lìzú
2303,歷代,lìdài
2304,厲害,lìhai
2305,歷來,lìlái
2306,歷史,lìshǐ
2307,利害,lìhài
2308,利率,lìlǜ
2309,力量,lìliàng
2310,力氣,lìqi
2311,力所能及,lìsuǒnéngjí
2312,力圖,lìtú
2313,力爭,lìzhēng
2314,例如,lìrú
2315,例外,lìwài
2316,利潤,lìrùn
2317,利息,lìxī
2318,利益,lìyì
2319,利用,lìyòng
2320,倆,liǎ
2321,連,lián
2322,連忙,liánmáng
2323,連年,liánnián
2324,連鎖,liánsuǒ
2325,連同,liántóng
2326,連續劇,liánxùjù
2327,聯合,liánhé
2328,聯歡,liánhuān
2329,聯絡,liánluò
2330,聯盟,liánméng
2331,聯絡,liánxì
2332,聯想,liánxiǎng
2333,廉潔,liánjié
2334,臉,liǎn
2335,戀愛,liàn'ài
2336,練習,liànxí
2337,良好,liánghǎo
2338,良心,liángxīn
2339,涼快,liángkuai
2340,糧食,liángshi
2341,兩,liǎng
2342,亮,liàng
2343,輛,liàng
2344,晾,liàng
2345,諒解,liàngjiě
2346,遼闊,liáokuò
2347,聊天,liáotiān
2348,了不起,liǎobuqǐ
2349,瞭解,liǎojiě
2350,列舉,lièjǔ
2351,淋,lín
2352,臨床,línchuáng
2353,臨時,línshí
2354,鄰居,línjū
2355,吝嗇,lìnsè
2356,鈴,líng
2357,零,líng
2358,零件,língjiàn
2359,零錢,língqián
2360,零食,língshí
2361,零星,língxīng
2362,凌晨,língchén
2363,靈感,línggǎn
2364,靈魂,línghún
2365,靈活,línghuó
2366,靈敏,língmǐn
2367,伶俐,línglì
2368,領導,lǐngdǎo
2369,領會,lǐnghuì
2370,領事館,lǐngshìguǎn
2371,領土,lǐngtǔ
2372,領悟,lǐngwù
2373,領先,lǐngxiān
2374,領袖,lǐngxiù
2375,領域,lǐngyù
2376,另外,lìngwài
2377,溜,liū
2378,留,liú
2379,留戀,liúliàn
2380,留念,liúniàn
2381,留神,liúshén
2382,留學,liúxué
2383,流傳,liúchuán
2384,流浪,liúlàng
2385,流淚,liúlèi
2386,流利,liúlì
2387,流露,liúlù
2388,流氓,liúmáng
2389,流通,liútōng
2390,流行,liúxíng
2391,瀏覽,liúlǎn
2392,六,liù
2393,龍,lóng
2394,聾啞,lóngyǎ
2395,隆重,lóngzhòng
2396,壟斷,lǒngduàn
2397,籠罩,lǒngzhào
2398,樓,lóu
2399,摟,lǒu
2400,漏,lòu
2401,爐灶,lúzào
2402,路,lù
2403,露,lù
2404,陸地,lùdì
2405,陸續,lùxù
2406,錄取,lùqǔ
2407,錄音,lùyīn
2408,亂,luàn
2409,輪船,lúnchuán
2410,輪廓,lúnkuò
2411,輪流,lúnliú
2412,輪胎,lúntāi
2413,論壇,lùntán
2414,論文,lùnwén
2415,論證,lùnzhèng
2416,囉唆,luōsuo
2417,邏輯,luóji
2418,螺絲釘,luósīdīng
2419,落成,luòchéng
2420,落後,luòhòu
2421,落實,luòshí
2422,絡繹不絕,luòyì-bùjué
2423,屢次,lǚcì
2424,履行,lǚxíng
2425,旅遊,lǚyóu
2426,綠,lǜ
2427,律師,lǜshī
2428,掠奪,lüèduó
2429,略微,lüèwēi
2430,媽媽,māma
2431,麻痺,mábì
2432,麻煩,máfan
2433,麻木,mámù
2434,麻醉,mázuì
2435,馬,mǎ
2436,馬虎,mǎhu
2437,馬上,mǎshàng
2438,碼頭,mǎtóu
2439,罵,mà
2440,嗎,ma
2441,嘛,ma
2442,埋伏,máifú
2443,埋沒,máimò
2444,埋葬,máizàng
2445,買,mǎi
2446,邁,mài
2447,賣,mài
2448,脈搏,màibó
2449,麥克風,màikèfēng
2450,饅頭,mántou
2451,埋怨,mányuàn
2452,滿,mǎn
2453,滿意,mǎnyì
2454,滿足,mǎnzú
2455,慢,màn
2456,慢性,mànxìng
2457,漫長,màncháng
2458,漫畫,mànhuà
2459,蔓延,mànyán
2460,忙,máng
2461,忙碌,mánglù
2462,茫茫,mángmáng
2463,茫然,mángrán
2464,盲目,mángmù
2465,貓,māo
2466,毛,máo
2467,毛病,máobìng
2468,毛巾,máojīn
2469,矛盾,máodùn
2470,冒充,màochōng
2471,冒險,màoxiǎn
2472,茂盛,màoshèng
2473,貿易,màoyì
2474,帽子,màozi
2475,枚,méi
2476,沒,méi
2477,沒關係,méi guānxi
2478,沒轍,méizhé
2479,媒介,méijiè
2480,媒體,méitǐ
2481,眉毛,méimao
2482,煤炭,méitàn
2483,每,měi
2484,美觀,měiguān
2485,美麗,měilì
2486,美滿,měimǎn
2487,美妙,měimiào
2488,美術,měishù
2489,魅力,mèilì
2490,妹妹,mèimei
2491,門,mén
2492,門診,ménzhěn
2493,蒙,méng
2494,萌芽,méngyá
2495,猛烈,měngliè
2496,夢,mèng
2497,夢想,mèngxiǎng
2498,眯,mī
2499,彌補,míbǔ
2500,瀰漫,mímàn
2501,迷惑,míhuò
2502,迷路,mílù
2503,迷人,mírén
2504,迷失,míshī
2505,迷信,míxìn
2506,謎語,míyǔ
2507,米,mǐ
2508,米飯,mǐfàn
2509,密度,mìdù
2510,密封,mìfēng
2511,密碼,mìmǎ
2512,密切,mìqiè
2513,蜜蜂,mìfēng
2514,秘密,mìmì
2515,秘書,mìshū
2516,棉花,miánhua
2517,免得,miǎnde
2518,免費,miǎnfèi
2519,免疫,miǎnyì
2520,勉勵,miǎnlì
2521,勉強,miǎnqiǎng
2522,麵包,miànbāo
2523,面對,miànduì
2524,面積,miànjī
2525,面臨,miànlín
2526,面貌,miànmào
2527,麵條,miàntiáo
2528,面子,miànzi
2529,描繪,miáohuì
2530,描寫,miáoxiě
2531,苗條,miáotiao
2532,秒,miǎo
2533,渺小,miǎoxiǎo
2534,蔑視,mièshì
2535,滅亡,mièwáng
2536,民間,mínjiān
2537,民用,mínyòng
2538,民主,mínzhǔ
2539,民族,mínzú
2540,敏感,mǐngǎn
2541,敏捷,mǐnjié
2542,敏銳,mǐnruì
2543,明白,míngbai
2544,明明,míngmíng
2545,明確,míngquè
2546,明天,míngtiān
2547,明顯,míngxiǎn
2548,明信片,míngxìnpiàn
2549,明星,míngxīng
2550,名次,míngcì
2551,名額,míng'é
2552,名副其實,míngfùqíshí
2553,名牌,míngpái
2554,名片,míngpiàn
2555,名勝古蹟,míngshèng gǔjì
2556,名譽,míngyù
2557,名字,míngzi
2558,命令,mìnglìng
2559,命名,mìngmíng
2560,命運,mìngyùn
2561,摸,mō
2562,摸索,mōsuǒ
2563,膜,mó
2564,摩擦,mócā
2565,磨合,móhé
2566,摩托車,mótuōchē
2567,模範,mófàn
2568,模仿,mófǎng
2569,模糊,móhu
2570,模式,móshì
2571,模型,móxíng
2572,魔鬼,móguǐ
2573,魔術,móshù
2574,抹殺,mǒshā
2575,莫名其妙,mòmíng-qímiào
2576,默默,mòmò
2577,陌生,mòshēng
2578,墨水兒,mòshuǐr
2579,謀求,móuqiú
2580,某,mǒu
2581,模樣,múyàng
2582,母親,mǔqīn
2583,母語,mǔyǔ
2584,目標,mùbiāo
2585,目的,mùdì
2586,目睹,mùdǔ
2587,目光,mùguāng
2588,目錄,mùlù
2589,目前,mùqián
2590,木頭,mùtou
2591,沐浴,mùyù
2592,拿,ná
2593,拿手,náshǒu
2594,哪（哪兒）,nǎ (nǎr)
2595,哪怕,nǎpà
2596,那（那兒）,nà (nàr)
2597,納悶兒,nàmènr
2598,奶奶,nǎinai
2599,耐心,nàixīn
2600,耐用,nàiyòng
2601,南,nán
2602,難,nán
2603,難道,nándào
2604,難得,nándé
2605,難怪,nánguài
2606,難過,nánguò
2607,難堪,nánkān
2608,難看,nánkàn
2609,難免,nánmiǎn
2610,難能可貴,nánnéng-kěguì
2611,難受,nánshòu
2612,男人,nánrén
2613,腦袋,nǎodai
2614,惱火,nǎohuǒ
2615,呢,ne
2616,內,nèi
2617,內涵,nèihán
2618,內科,nèikē
2619,內幕,nèimù
2620,內容,nèiróng
2621,內在,nèizài
2622,嫩,nèn
2623,能,néng
2624,能幹,nénggàn
2625,能力,nénglì
2626,能量,néngliàng
2627,能源,néngyuán
2628,嗯,g
2629,你,nǐ
2630,擬定,nǐdìng
2631,年,nián
2632,年代,niándài
2633,年度,niándù
2634,年級,niánjí
2635,年紀,niánjì
2636,年齡,niánlíng
2637,年輕,niánqīng
2638,念,niàn
2639,鳥,niǎo
2640,捏,niē
2641,您,nín
2642,擰,níng
2643,凝固,nínggù
2644,凝聚,níngjù
2645,凝視,níngshì
2646,寧可,nìngkě
2647,寧肯,nìngkěn
2648,寧願,nìngyuàn
2649,牛奶Ō,niúnǎi
2650,牛仔褲,niúzǎikù
2651,紐扣兒,niǔkòur
2652,扭轉,niǔzhuǎn
2653,濃,nóng
2654,濃厚,nónghòu
2655,農村,nóngcūn
2656,農曆,nónglì
2657,農民,nóngmín
2658,農業,nóngyè
2659,弄,nòng
2660,奴隸,núlì
2661,努力,nǔlì
2662,暖和,nuǎnhuo
2663,挪,nuó
2664,女兒,nǚ'ér
2665,女人,nǚrén
2666,女士,nǚshì
2667,虐待,nüèdài
2668,哦,ò
2669,毆打,ōudǎ
2670,歐洲,uzhōu
2671,偶爾,ǒu'ěr
2672,偶然,ǒurán
2673,嘔吐,ǒutù
2674,趴,pā
2675,爬山,páshān
2676,拍,pāi
2677,排斥,páichì
2678,排除,páichú
2679,排隊,páiduì
2680,排放,páifàng
2681,排列,páiliè
2682,排球,páiqiú
2683,徘徊,páihuái
2684,派,pài
2685,派別,pàibié
2686,派遣,pàiqiǎn
2687,攀登,pāndēng
2688,盤旋,pánxuán
2689,盤子,pánzi
2690,畔,pàn
2691,判斷,pànduàn
2692,判決,pànjué
2693,盼望,pànwàng
2694,旁邊,pángbiān
2695,龐大,pángdà
2696,胖,pàng
2697,拋棄,pāoqì
2698,跑步,pǎobù
2699,泡沫,pàomò
2700,陪,péi
2701,賠償,péicháng
2702,培訓,péixùn
2703,培養,péiyǎng
2704,培育,péiyù
2705,配備,pèibèi
2706,配合,pèihé
2707,配偶,pèi'ǒu
2708,配套,pèitào
2709,佩服,pèifu
2710,盆,pén
2711,盆地,péndì
2712,烹飪,pēngrèn
2713,朋友,péngyou
2714,捧,pěng
2715,碰見,pèngjiàn
2716,披,pī
2717,劈,pī
2718,批,pī
2719,批發,pīfā
2720,批判,pīpàn
2721,批評,pīpíng
2722,批准,pīzhǔn
2723,疲憊,píbèi
2724,疲倦,píjuàn
2725,疲勞,píláo
2726,面板,pífū
2727,皮革,pígé
2728,皮鞋,píxié
2729,啤酒,píjiǔ
2730,脾氣,píqi
2731,匹,pǐ
2732,屁股,pìgu
2733,譬如,pìrú
2734,篇,piān
2735,偏差,piānchā
2736,偏見,piānjiàn
2737,偏僻,piānpì
2738,偏偏,piānpiān
2739,便宜,piányi
2740,騙,piàn
2741,片,piàn
2742,片斷,piànduàn
2743,片刻,piànkè
2744,片面,piànmiàn
2745,飄,piāo
2746,飄揚,piāoyáng
2747,漂浮,piāofú
2748,票,piào
2749,漂亮,piàoliang
2750,拼搏,pīnbó
2751,拼命,pīnmìng
2752,頻道,píndào
2753,頻繁,pínfán
2754,頻率,pínlǜ
2755,貧乏,pínfá
2756,貧困,pínkùn
2757,品嚐,pǐncháng
2758,品德,pǐndé
2759,品行,pǐnxíng
2760,品質,pǐnzhì
2761,品種,pǐnzhǒng
2762,乒乓球,pīngpāngqiú
2763,憑,píng
2764,平,píng
2765,平常,píngcháng
2766,平等,píngděng
2767,平凡,píngfán
2768,平方,píngfāng
2769,平衡,pínghéng
2770,平靜,píngjìng
2771,平均,píngjūn
2772,平面,píngmiàn
2773,平時,píngshí
2774,平坦,píngtǎn
2775,平行,píngxíng
2776,平原,píngyuán
2777,評估,pínggū
2778,評價,píngjià
2779,評論,pínglùn
2780,蘋果,píngguǒ
2781,屏障,píngzhàng
2782,瓶子,píngzi
2783,坡,pō
2784,潑,pō
2785,頗,pō
2786,破,pò
2787,破產,pòchǎn
2788,破壞,pòhuài
2789,破例,pòlì
2790,迫不及待,pòbùjídài
2791,迫害,pòhài
2792,迫切,pòqiè
2793,魄力,pòlì
2794,撲,pū
2795,鋪,pū
2796,葡萄,pútao
2797,普遍,pǔbiàn
2798,普及,pǔjí
2799,普通話,pǔtōnghuà
2800,樸實,pǔshí
2801,樸素,pǔsù
2802,瀑布,pùbù
2803,七,qī
2804,期待,qīdài
2805,期間,qījiān
2806,期望,qīwàng
2807,期限,qīxiàn
2808,欺負,qīfu
2809,欺騙,qīpiàn
2810,淒涼,qīliáng
2811,妻子,qīzi
2812,騎,qí
2813,其次,qícì
2814,其實,qíshí
2815,其他,qítā
2816,其餘,qíyú
2817,其中,qízhōng
2818,奇怪,qíguài
2819,奇蹟,qíjì
2820,奇妙,qímiào
2821,旗袍,qípáo
2822,旗幟,qízhì
2823,齊全,qíquán
2824,齊心協力,qíxīn-xiélì
2825,歧視,qíshì
2826,起草,qǐcǎo
2827,起初,qǐchū
2828,起床,qǐchuáng
2829,起飛,qǐfēi
2830,起伏,qǐfú
2831,起鬨,qǐhòng
2832,起來,qǐlái
2833,起碼,qǐmǎ
2834,起義,qǐyì
2835,起源,qǐyuán
2836,啟程,qǐchéng
2837,啟發,qǐfā
2838,啟示,qǐshì
2839,啟事,qǐshì
2840,乞丐,qǐgài
2841,企圖,qǐtú
2842,企業,qǐyè
2843,豈有此理,qǐyǒu-cǐlǐ
2844,器材,qìcái
2845,器官,qìguān
2846,氣氛,qìfēn
2847,氣概,qìgài
2848,氣功,qìgōng
2849,氣候,qìhòu
2850,氣魄,qìpò
2851,氣色,qìsè
2852,氣勢,qìshì
2853,氣味,qìwèi
2854,氣象,qìxiàng
2855,氣壓,qìyā
2856,迄今為止,qìjīn-wéizhǐ
2857,汽油,qìyóu
2858,掐,qiā
2859,恰當,qiàdàng
2860,恰到好處,qiàdàohǎochù
2861,恰巧,qiàqiǎo
2862,洽談,qiàtán
2863,牽,qiān
2864,牽扯,qiānchě
2865,牽制,qiānzhì
2866,千,qiān
2867,千方百計,qiānfāng-bǎijì
2868,千萬,qiānwàn
2869,鉛筆,qiānbǐ
2870,簽訂,qiāndìng
2871,簽署,qiānshǔ
2872,簽證,qiānzhèng
2873,簽字,qiānzì
2874,遷就,qiānjiù
2875,遷徙,qiānxǐ
2876,謙虛,qiānxū
2877,謙遜,qiānxùn
2878,錢,qián
2879,前景,qiánjǐng
2880,前面,qiánmiàn
2881,前提,qiántí
2882,前途,qiántú
2883,潛力,qiánlì
2884,潛水,qiánshuǐ
2885,潛移默化,qiányí-mòhuà
2886,淺,qiǎn
2887,譴責,qiǎnzé
2888,欠,qiàn
2889,槍,qiāng
2890,牆,qiáng
2891,強調,qiángdiào
2892,強烈,qiángliè
2893,強制,qiángzhì
2894,搶,qiǎng
2895,搶劫,qiǎngjié
2896,搶救,qiǎngjiù
2897,強迫,qiǎngpò
2898,敲,qiāo
2899,悄悄,qiāoqiāo
2900,瞧,qiáo
2901,橋,qiáo
2902,橋樑,qiáoliáng
2903,巧克力,qiǎokèlì
2904,巧妙,qiǎomiào
2905,翹,qiào
2906,切,qiē
2907,鍥而不捨,qiè'érbùshě
2908,切實,qièshí
2909,親愛,qīn'ài
2910,親戚,qīnqi
2911,親切,qīnqiè
2912,親熱,qīnrè
2913,親身,qīnshēn
2914,親自,qīnzì
2915,侵犯,qīnfàn
2916,侵略,qīnlüè
2917,欽佩,qīnpèi
2918,勤奮,qínfèn
2919,勤儉,qínjiǎn
2920,勤懇,qínkěn
2921,勤勞,qínláo
2922,氫,qīng
2923,青,qīng
2924,青春,qīngchūn
2925,青少年,qīngshàonián
2926,輕,qīng
2927,輕而易舉,qīng'éryìjǔ
2928,輕視,qīngshì
2929,輕鬆,qīngsōng
2930,清澈,qīngchè
2931,清晨,qīngchén
2932,清除,qīngchú
2933,清楚,qīngchu
2934,清淡,qīngdàn
2935,清潔,qīngjié
2936,清理,qīnglǐ
2937,清晰,qīngxī
2938,清醒,qīngxǐng
2939,清真,qīngzhēn
2940,傾聽,qīngtīng
2941,傾向,qīngxiàng
2942,傾斜,qīngxié
2943,晴,qíng
2944,晴朗,qínglǎng
2945,情報,qíngbào
2946,情節,qíngjié
2947,情景,qíngjǐng
2948,情況,qíngkuàng
2949,情理,qínglǐ
2950,情形,qíngxíng
2951,情緒,qíngxù
2952,請,qǐng
2953,請假,qǐngjià
2954,請柬,qǐngjiǎn
2955,請教,qǐngjiào
2956,請客,qǐngkè
2957,請求,qǐngqiú
2958,請示,qǐngshì
2959,請帖,qǐngtiě
2960,慶祝,qìngzhù
2961,窮,qióng
2962,秋,qiū
2963,丘陵,qiūlíng
2964,球迷,qiúmí
2965,區別,qūbié
2966,區分,qūfēn
2967,區域,qūyù
2968,屈服,qūfú
2969,趨勢,qūshì
2970,曲折,qūzhé
2971,驅逐,qūzhú
2972,渠道,qúdào
2973,娶,qǔ
2974,取,qǔ
2975,取締,qǔdì
2976,取消,qǔxiāo
2977,曲子,qǔzi
2978,去,qù
2979,去年,qùnián
2980,去世,qùshì
2981,趣味,qùwèi
2982,圈,quān
2983,圈套,quāntào
2984,全部,quánbù
2985,全域性,quánjú
2986,全力以赴,quánlìyǐfù
2987,全面,quánmiàn
2988,權衡,quánhéng
2989,權力,quánlì
2990,權利,quánlì
2991,權威,quánwēi
2992,權益,quányì
2993,拳頭,quántou
2994,犬,quǎn
2995,勸,quàn
2996,缺點,quēdiǎn
2997,缺乏,quēfá
2998,缺口,quēkǒu
2999,缺少,quēshǎo
3000,缺席,quēxí
3001,缺陷,quēxiàn
3002,瘸,qué
3003,卻,què
3004,確保,quèbǎo
3005,確定,quèdìng
3006,確立,quèlì
3007,確切,quèqiè
3008,確認,quèrèn
3009,確實,quèshí
3010,確信,quèxìn
3011,群,qún
3012,群眾,qúnzhòng
3013,裙子,qúnzi
3014,然而,rán'ér
3015,然後,ránhòu
3016,燃燒,ránshāo
3017,染,rǎn
3018,嚷,rǎng
3019,讓,ràng
3020,讓步,ràngbù
3021,饒恕,ráoshù
3022,擾亂,rǎoluàn
3023,繞,rào
3024,惹禍,rěhuò
3025,熱,rè
3026,熱愛,rè'ài
3027,熱淚盈眶,rèlèi-yíngkuàng
3028,熱烈,rèliè
3029,熱門,rèmén
3030,熱鬧,rènao
3031,熱情,rèqíng
3032,熱心,rèxīn
3033,人,rén
3034,人才,réncái
3035,人道,réndào
3036,人格,réngé
3037,人工,réngōng
3038,人家,rénjia
3039,人間,rénjiān
3040,人口,rénkǒu
3041,人類,rénlèi
3042,人民幣,rénmínbì
3043,人生,rénshēng
3044,人士,rénshì
3045,人事,rénshì
3046,人為,rénwéi
3047,人物,rénwù
3048,人性,rénxìng
3049,人員,rényuán
3050,人質,rénzhì
3051,仁慈,réncí
3052,忍不住,rěnbuzhù
3053,忍耐,rěnnài
3054,忍受,rěnshòu
3055,認定,rèndìng
3056,認可,rènkě
3057,認識,rènshi
3058,認為,rènwéi
3059,認真,rènzhēn
3060,任何,rènhé
3061,任命,rènmìng
3062,任務,rènwu
3063,任性,rènxìng
3064,任意,rènyì
3065,任重道遠,rènzhòng-dàoyuǎn
3066,扔,rēng
3067,仍舊,réngjiù
3068,仍然,réngrán
3069,日,rì
3070,日常,rìcháng
3071,日程,rìchéng
3072,日記,rìjì
3073,日曆,rìlì
3074,日期,rìqī
3075,日新月異,rìxīn-yuèyì
3076,日益,rìyì
3077,日用品,rìyòngpǐn
3078,融化,rónghuà
3079,融洽,róngqià
3080,溶解,róngjiě
3081,容貌,róngmào
3082,容納,róngnà
3083,容器,róngqì
3084,容忍,róngrěn
3085,容易,róngyì
3086,榮幸,róngxìng
3087,榮譽,róngyù
3088,揉,róu
3089,柔和,róuhé
3090,如果,rúguǒ
3091,如何,rúhé
3092,如今,rújīn
3093,入口,rùkǒu
3094,軟,ruǎn
3095,軟體,ruǎnjiàn
3096,弱,ruò
3097,弱點,ruòdiǎn
3098,若干,ruògān
3099,撒謊,sāhuǎng
3100,灑,sǎ
3101,腮,sāi
3102,三,sān
3103,三角,sānjiǎo
3104,傘,sǎn
3105,散文,sǎnwén
3106,散佈,sànbù
3107,散步,sànbù
3108,散發,sànfā
3109,嗓子,sǎngzi
3110,喪失,sàngshī
3111,嫂子,sǎozi
3112,色彩,sècǎi
3113,森林,sēnlín
3114,殺,shā
3115,剎車,shāchē
3116,沙發,shāfā
3117,沙漠,shāmò
3118,沙灘,shātān
3119,啥,shá
3120,傻,shǎ
3121,篩選,shāixuǎn
3122,曬,shài
3123,刪除,shānchú
3124,山脈,shānmài
3125,閃電,shǎndiàn
3126,閃爍,shǎnshuò
3127,擅長,shàncháng
3128,擅自,shànzì
3129,善良,shànliáng
3130,善於,shànyú
3131,扇子,shànzi
3132,商標,shāngbiāo
3133,商店,shāngdiàn
3134,商量,shāngliang
3135,商品,shāngpǐn
3136,商業,shāngyè
3137,傷腦筋,shāngnǎojīn
3138,傷心,shāngxīn
3139,上,shàng
3140,上班,shàngbān
3141,上當,shàngdàng
3142,上級,shàngjí
3143,上進心,shàngjìnxīn
3144,上任,shàngrèn
3145,上網,shàngwǎng
3146,上午,shàngwǔ
3147,上癮,shàngyǐn
3148,上游,shàngyóu
3149,捎,shāo
3150,梢,shāo
3151,稍微,shāowēi
3152,勺子,sháozi
3153,少,shǎo
3154,哨,shào
3155,奢侈,shēchǐ
3156,蛇,shé
3157,舌頭,shétou
3158,捨不得,shěbude
3159,裝置,shèbèi
3160,設計,shèjì
3161,設立,shèlì
3162,設施,shèshī
3163,設想,shèxiǎng
3164,設定,shèzhì
3165,社會,shèhuì
3166,社群,shèqū
3167,射擊,shèjī
3168,涉及,shèjí
3169,攝取,shèqǔ
3170,攝氏度,shèshìdù
3171,攝影,shèyǐng
3172,誰,shéi
3173,伸,shēn
3174,深,shēn
3175,深奧,shēn'ào
3176,深沉,shēnchén
3177,深刻,shēnkè
3178,深情厚誼,shēnqíng-hòuyì
3179,申報,shēnbào
3180,申請,shēnqǐng
3181,身材,shēncái
3182,身份,shēnfèn
3183,身體,shēntǐ
3184,紳士,shēnshì
3185,呻吟,shēnyín
3186,神話,shénhuà
3187,神經,shénjīng
3188,神秘,shénmì
3189,神奇,shénqí
3190,神氣,shénqì
3191,神情,shénqíng
3192,神色,shénsè
3193,神聖,shénshèng
3194,神態,shéntài
3195,神仙,shénxiān
3196,什麼,shénme
3197,審查,shěnchá
3198,審理,shěnlǐ
3199,審美,shěnměi
3200,審判,shěnpàn
3201,滲透,shèntòu
3202,甚至,shènzhì
3203,慎重,shènzhòng
3204,升,shēng
3205,生病,shēngbìng
3206,生產,shēngchǎn
3207,生存,shēngcún
3208,生動,shēngdòng
3209,生活,shēnghuó
3210,生機,shēngjī
3211,生理,shēnglǐ
3212,生命,shēngmìng
3213,生氣,shēngqì
3214,生日,shēngrì
3215,生疏,shēngshū
3216,生態,shēngtài
3217,生物,shēngwù
3218,生效,shēngxiào
3219,生鏽,shēngxiù
3220,生育,shēngyù
3221,牲畜,shēngchù
3222,聲調,shēngdiào
3223,宣告,shēngmíng
3224,聲勢,shēngshì
3225,聲音,shēngyīn
3226,聲譽,shēngyù
3227,繩子,shéngzi
3228,省,shěng
3229,省會,shěnghuì
3230,省略,shěnglüè
3231,剩,shèng
3232,盛產,shèngchǎn
3233,盛開,shèngkāi
3234,盛情,shèngqíng
3235,盛行,shèngxíng
3236,勝負,shèngfù
3237,勝利,shènglì
3238,詩,shī
3239,失敗,shībài
3240,失眠,shīmián
3241,失去,shīqù
3242,失望,shīwàng
3243,失誤,shīwù
3244,失業,shīyè
3245,失蹤,shīzōng
3246,師範,shīfàn
3247,師傅,shīfu
3248,施加,shījiā
3249,施展,shīzhǎn
3250,溼潤,shīrùn
3251,屍體,shītǐ
3252,獅子,shīzi
3253,拾,shí
3254,十,shí
3255,十分,shífēn
3256,十足,shízú
3257,識別,shíbié
3258,時差,shíchā
3259,時常,shícháng
3260,時代,shídài
3261,時而,shí'ér
3262,時光,shíguāng
3263,時候,shíhou
3264,時機,shíjī
3265,時間,shíjiān
3266,時刻,shíkè
3267,時髦,shímáo
3268,時期,shíqī
3269,時尚,shíshàng
3270,時事,shíshì
3271,時裝,shízhuāng
3272,實話,shíhuà
3273,實惠,shíhuì
3274,實際,shíjì
3275,實踐,shíjiàn
3276,實力,shílì
3277,實施,shíshī
3278,實事求是,shíshì-qiúshì
3279,實習,shíxí
3280,實現,shíxiàn
3281,實行,shíxíng
3282,實驗,shíyàn
3283,實用,shíyòng
3284,實在,shízài
3285,實質,shízhì
3286,食品,shípǐn
3287,食物,shíwù
3288,石頭,shítou
3289,石油,shíyóu
3290,使,shǐ
3291,使勁兒,shǐjìnr
3292,使命,shǐmìng
3293,使用,shǐyòng
3294,始終,shǐzhōng
3295,是,shì
3296,是非,shìfēi
3297,是否,shìfǒu
3298,試,shì
3299,試卷,shìjuàn
3300,試圖,shìtú
3301,試驗,shìyàn
3302,勢必,shìbì
3303,勢力,shìlì
3304,士兵,shìbīng
3305,市場,shìchǎng
3306,世代,shìdài
3307,世紀,shìjì
3308,世界,shìjiè
3309,世界觀,shìjièguān
3310,似的,shìde
3311,示範,shìfàn
3312,示威,shìwēi
3313,示意,shìyì
3314,釋放,shìfàng
3315,事故,shìgù
3316,事蹟,shìjì
3317,事件,shìjiàn
3318,事情,shìqing
3319,事實,shìshí
3320,事態,shìtài
3321,事務,shìwù
3322,事物,shìwù
3323,事先,shìxiān
3324,事項,shìxiàng
3325,事業,shìyè
3326,適合,shìhé
3327,適宜,shìyí
3328,適應,shìyìng
3329,視力,shìlì
3330,視線,shìxiàn
3331,視野,shìyě
3332,逝世,shìshì
3333,收,shōu
3334,收藏,shōucáng
3335,收穫,shōuhuò
3336,收據,shōujù
3337,收入,shōurù
3338,收拾,shōushi
3339,收縮,shōusuō
3340,收益,shōuyì
3341,收音機,shōuyīnjī
3342,手錶,shǒubiǎo
3343,手法,shǒufǎ
3344,手工,shǒugōng
3345,手機,shǒujī
3346,手勢,shǒushì
3347,手術,shǒushù
3348,手套,shǒutào
3349,手續,shǒuxù
3350,手藝,shǒuyì
3351,手指,shǒuzhǐ
3352,首都,shǒudū
3353,首先,shǒuxiān
3354,首要,shǒuyào
3355,守護,shǒuhù
3356,瘦,shòu
3357,受不了,shòubuliǎo
3358,受到,shòudào
3359,受傷,shòushāng
3360,受罪,shòuzuì
3361,售貨員,shòuhuòyuán
3362,壽命,shòumìng
3363,授予,shòuyǔ
3364,書,shū
3365,書法,shūfǎ
3366,書籍,shūjí
3367,書記,shūjì
